'sample interval','PLETH','V'
218714,-0.02350000,0.03305785
218715,-0.05700000,0.02571166
218716,-0.08550000,0.01193756
218717,-0.10900000,-0.01928375
218718,-0.12800000,-0.04315886
218719,-0.15650000,-0.05050505
218720,-0.17550000,-0.03305785
218721,-0.19000000,-0.00091827
218722,-0.21350000,0.02846648
218723,-0.23250000,0.04866850
218724,-0.24700000,0.05968779
218725,-0.26600000,0.06519743
218726,-0.27550000,0.06611570
218727,-0.29450000,0.06611570
218728,-0.29900000,0.06978880
218729,-0.31350000,0.07621671
218730,-0.32300000,0.08448118
218731,-0.33250000,0.10468320
218732,-0.34200000,0.09366391
218733,-0.34200000,-0.07897153
218734,-0.35150000,-0.49586777
218735,-0.35600000,-0.97337006
218736,-0.36550000,-1.11202938
218737,-0.37050000,-0.79889807
218738,-0.38000000,-0.36639118
218739,-0.38450000,-0.07621671
218740,-0.39400000,0.07713499
218741,-0.39900000,0.14876033
218742,-0.40850000,0.16804408
218743,-0.40850000,0.17263545
218744,-0.41800000,0.17447199
218745,-0.42250000,0.17171717
218746,-0.43200000,0.16988062
218747,-0.42750000,0.16712580
218748,-0.43200000,0.16712580
218749,-0.43700000,0.16712580
218750,-0.43700000,0.16620753
218751,-0.44150000,0.15702479
218752,-0.44650000,0.14692378
218753,-0.44650000,0.14049587
218754,-0.45600000,0.12947658
218755,-0.45100000,0.12029385
218756,-0.45600000,0.11019284
218757,-0.45100000,0.10009183
218758,-0.45100000,0.09366391
218759,-0.44150000,0.08356290
218760,-0.42750000,0.06978880
218761,-0.40850000,0.05325987
218762,-0.38450000,0.03673095
218763,-0.35150000,0.02846648
218764,-0.30850000,0.02571166
218765,-0.26100000,0.02571166
218766,-0.20400000,0.02571166
218767,-0.14700000,0.02571166
218768,-0.09000000,0.02571166
218769,-0.03800000,0.02571166
218770,0.01900000,0.02571166
218771,0.07150000,0.02571166
218772,0.11900000,0.02571166
218773,0.15700000,0.02571166
218774,0.19500000,0.02571166
218775,0.22800000,0.02571166
218776,0.26600000,0.02846648
218777,0.28500000,0.03305785
218778,0.30400000,0.03581267
218779,0.31800000,0.04315886
218780,0.32750000,0.05050505
218781,0.33250000,0.05876951
218782,0.32300000,0.05968779
218783,0.31800000,0.06244261
218784,0.30850000,0.06978880
218785,0.29450000,0.07346189
218786,0.27550000,0.07254362
218787,0.25150000,0.06703398
218788,0.22800000,0.06244261
218789,0.19950000,0.05325987
218790,0.17550000,0.04683196
218791,0.13750000,0.04499541
218792,0.10900000,0.03764922
218793,0.07600000,0.02938476
218794,0.04750000,0.02571166
218795,0.01400000,0.02112029
218796,-0.00950000,-0.00367309
218797,-0.04300000,-0.03948577
218798,-0.06650000,-0.05968779
218799,-0.09050000,-0.05601469
218800,-0.11400000,-0.03397612
218801,-0.13800000,-0.00459137
218802,-0.15700000,0.02662994
218803,-0.18050000,0.04866850
218804,-0.19500000,0.06152433
218805,-0.20900000,0.06611570
218806,-0.22800000,0.07254362
218807,-0.24250000,0.07346189
218808,-0.25650000,0.07346189
218809,-0.27100000,0.07346189
218810,-0.27550000,0.08631772
218811,-0.29000000,0.10743802
218812,-0.29950000,0.06611570
218813,-0.30900000,-0.16804408
218814,-0.30900000,-0.64003673
218815,-0.31850000,-1.07254362
218816,-0.32800000,-1.07070707
218817,-0.33750000,-0.67401286
218818,-0.34700000,-0.27089073
218819,-0.34700000,-0.02479339
218820,-0.35650000,0.10651974
218821,-0.36600000,0.15977961
218822,-0.37050000,0.16804408
218823,-0.38000000,0.17355372
218824,-0.38000000,0.18181818
218825,-0.38950000,0.18181818
218826,-0.39450000,0.17355372
218827,-0.40400000,0.16804408
218828,-0.41350000,0.16712580
218829,-0.41350000,0.16712580
218830,-0.41800000,0.16345271
218831,-0.41800000,0.15335170
218832,-0.42750000,0.14692378
218833,-0.43250000,0.13682277
218834,-0.43250000,0.12396694
218835,-0.43700000,0.11570248
218836,-0.43250000,0.10743802
218837,-0.43250000,0.10009183
218838,-0.43250000,0.09090909
218839,-0.42300000,0.08264463
218840,-0.42250000,0.07254362
218841,-0.40050000,0.05601469
218842,-0.37300000,0.04132231
218843,-0.33450000,0.02938476
218844,-0.28500000,0.02571166
218845,-0.23600000,0.02571166
218846,-0.18100000,0.02571166
218847,-0.12600000,0.02571166
218848,-0.06600000,0.02571166
218849,-0.00550000,0.02571166
218850,0.06050000,0.02571166
218851,0.11500000,0.02571166
218852,0.15900000,0.03213958
218853,0.20850000,0.03948577
218854,0.25200000,0.04315886
218855,0.29050000,0.04591368
218856,0.31800000,0.04499541
218857,0.34550000,0.04315886
218858,0.36750000,0.04683196
218859,0.37850000,0.05234160
218860,0.38950000,0.06244261
218861,0.38950000,0.07529844
218862,0.38950000,0.07713499
218863,0.38400000,0.07346189
218864,0.36200000,0.08172635
218865,0.35100000,0.08723600
218866,0.32350000,0.08631772
218867,0.29600000,0.08631772
218868,0.26850000,0.08264463
218869,0.23600000,0.06978880
218870,0.20850000,0.06244261
218871,0.17550000,0.05509642
218872,0.14250000,0.04683196
218873,0.10950000,0.03764922
218874,0.07650000,0.02846648
218875,0.03850000,0.01561065
218876,0.00550000,-0.00918274
218877,-0.02750000,-0.03673095
218878,-0.04950000,-0.04040404
218879,-0.07700000,-0.03305785
218880,-0.10450000,-0.01010101
218881,-0.12600000,0.01561065
218882,-0.14800000,0.03581267
218883,-0.16450000,0.05325987
218884,-0.18100000,0.07529844
218885,-0.20300000,0.08356290
218886,-0.21950000,0.08631772
218887,-0.23600000,0.08631772
218888,-0.25250000,0.08539945
218889,-0.26350000,0.08080808
218890,-0.28000000,0.09366391
218891,-0.29050000,0.11111111
218892,-0.29600000,0.02662994
218893,-0.30700000,-0.29843893
218894,-0.31800000,-0.80440771
218895,-0.31800000,-1.12947658
218896,-0.32900000,-0.97061524
218897,-0.33450000,-0.53259871
218898,-0.34000000,-0.17447199
218899,-0.35100000,0.02571166
218900,-0.36200000,0.12764004
218901,-0.36200000,0.16345271
218902,-0.37300000,0.17355372
218903,-0.38400000,0.18181818
218904,-0.35700000,0.18181818
218905,-0.36800000,0.17355372
218906,-0.36800000,0.16804408
218907,-0.37850000,0.16712580
218908,-0.38400000,0.16620753
218909,-0.38400000,0.16069789
218910,-0.39450000,0.15426997
218911,-0.39450000,0.14692378
218912,-0.40000000,0.14600551
218913,-0.41050000,0.13957759
218914,-0.41050000,0.12396694
218915,-0.41050000,0.11294766
218916,-0.41600000,0.10376492
218917,-0.41600000,0.09274564
218918,-0.40500000,0.08631772
218919,-0.38900000,0.07621671
218920,-0.37300000,0.06244261
218921,-0.34650000,0.04683196
218922,-0.30900000,0.03213958
218923,-0.25600000,0.02662994
218924,-0.20800000,0.02571166
218925,-0.14950000,0.02571166
218926,-0.09050000,0.02571166
218927,-0.03200000,0.02571166
218928,0.03200000,0.02571166
218929,0.08500000,0.02571166
218930,0.14350000,0.02571166
218931,0.19700000,0.02571166
218932,0.25550000,0.03213958
218933,0.29300000,0.03305785
218934,0.33550000,0.03213958
218935,0.37300000,0.02662994
218936,0.39950000,0.02846648
218937,0.41550000,0.03397612
218938,0.43150000,0.04132231
218939,0.44750000,0.05050505
218940,0.45250000,0.06152433
218941,0.45250000,0.06611570
218942,0.44200000,0.07254362
218943,0.43150000,0.07346189
218944,0.42100000,0.07346189
218945,0.39950000,0.07621671
218946,0.37800000,0.07254362
218947,0.35700000,0.07254362
218948,0.33000000,0.07254362
218949,0.29300000,0.06703398
218950,0.26100000,0.05968779
218951,0.22900000,0.05050505
218952,0.18650000,0.04224059
218953,0.15450000,0.03305785
218954,0.11700000,0.02662994
218955,0.08500000,0.02112029
218956,0.04800000,-0.00275482
218957,0.01600000,-0.03305785
218958,-0.01100000,-0.04775023
218959,-0.03750000,-0.04315886
218960,-0.07500000,-0.02112029
218961,-0.09600000,0.00550964
218962,-0.11750000,0.02754821
218963,-0.13350000,0.04040404
218964,-0.16000000,0.05601469
218965,-0.17600000,0.06611570
218966,-0.19750000,0.07529844
218967,-0.21350000,0.08356290
218968,-0.22350000,0.08264463
218969,-0.24000000,0.07621671
218970,-0.24550000,0.08172635
218971,-0.26150000,0.10835629
218972,-0.27800000,0.06887052
218973,-0.28900000,-0.18457300
218974,-0.29450000,-0.66850321
218975,-0.30550000,-1.08907254
218976,-0.31650000,-1.06703398
218977,-0.32700000,-0.66574839
218978,-0.32700000,-0.26354454
218979,-0.33800000,-0.02387511
218980,-0.34900000,0.10284665
218981,-0.34900000,0.15794307
218982,-0.36000000,0.17079890
218983,-0.36000000,0.17722681
218984,-0.37100000,0.18365473
218985,-0.38150000,0.18457300
218986,-0.38700000,0.17722681
218987,-0.38700000,0.16988062
218988,-0.39800000,0.16712580
218989,-0.39800000,0.16712580
218990,-0.40900000,0.16345271
218991,-0.40900000,0.15702479
218992,-0.42000000,0.14692378
218993,-0.42000000,0.14049587
218994,-0.43100000,0.12947658
218995,-0.42550000,0.12029385
218996,-0.43100000,0.11019284
218997,-0.43100000,0.10009183
218998,-0.43100000,0.09090909
218999,-0.42000000,0.08264463
219000,-0.40350000,0.06887052
219001,-0.37650000,0.05050505
219002,-0.34350000,0.03489440
219003,-0.30000000,0.02662994
219004,-0.25100000,0.02571166
219005,-0.19650000,0.02571166
219006,-0.14200000,0.02571166
219007,-0.07650000,0.02571166
219008,-0.01100000,0.02571166
219009,0.04900000,0.02571166
219010,0.10900000,0.02571166
219011,0.16350000,0.03213958
219012,0.21250000,0.03581267
219013,0.25650000,0.03948577
219014,0.30000000,0.03673095
219015,0.33250000,0.03948577
219016,0.37100000,0.04040404
219017,0.39250000,0.04040404
219018,0.40900000,0.04315886
219019,0.42000000,0.04683196
219020,0.43100000,0.04958678
219021,0.43100000,0.06244261
219022,0.43650000,0.08080808
219023,0.43100000,0.08723600
219024,0.41450000,0.08631772
219025,0.39800000,0.08631772
219026,0.37650000,0.08631772
219027,0.34900000,0.08631772
219028,0.32150000,0.08539945
219029,0.28900000,0.07713499
219030,0.26200000,0.06887052
219031,0.22350000,0.05968779
219032,0.19100000,0.05050505
219033,0.15250000,0.04224059
219034,0.11450000,0.03305785
219035,0.08200000,0.02571166
219036,0.04900000,0.00550964
219037,0.01650000,-0.02846648
219038,-0.01650000,-0.04866850
219039,-0.04900000,-0.04132231
219040,-0.07650000,-0.01836547
219041,-0.09800000,0.01101928
219042,-0.12550000,0.03581267
219043,-0.14200000,0.05142332
219044,-0.16900000,0.06336088
219045,-0.18550000,0.06611570
219046,-0.20700000,0.07346189
219047,-0.22350000,0.07897153
219048,-0.23450000,0.08080808
219049,-0.25100000,0.08080808
219050,-0.25650000,0.08999082
219051,-0.26700000,0.11111111
219052,-0.28350000,0.07897153
219053,-0.29450000,-0.15610652
219054,-0.29450000,-0.63269054
219055,-0.31100000,-1.07805326
219056,-0.32150000,-1.09641873
219057,-0.32700000,-0.71074380
219058,-0.33250000,-0.29384757
219059,-0.34350000,-0.03122130
219060,-0.35450000,0.10927456
219061,-0.35450000,0.16712580
219062,-0.36550000,0.17722681
219063,-0.37100000,0.18365473
219064,-0.37100000,0.18732782
219065,-0.37650000,0.18640955
219066,-0.38150000,0.18089991
219067,-0.38700000,0.17355372
219068,-0.38700000,0.16804408
219069,-0.39800000,0.16712580
219070,-0.39800000,0.16712580
219071,-0.40900000,0.16345271
219072,-0.41450000,0.15702479
219073,-0.42550000,0.14416896
219074,-0.43100000,0.13039486
219075,-0.43100000,0.12029385
219076,-0.43600000,0.11019284
219077,-0.43600000,0.09733701
219078,-0.42550000,0.08631772
219079,-0.42000000,0.08539945
219080,-0.39800000,0.07346189
219081,-0.36550000,0.05601469
219082,-0.33800000,0.04315886
219083,-0.28900000,0.03213958
219084,-0.24550000,0.02662994
219085,-0.19100000,0.02571166
219086,-0.12000000,0.02571166
219087,-0.06000000,0.02571166
219088,0.00000000,0.02571166
219089,0.06550000,0.02571166
219090,0.13100000,0.02571166
219091,0.18000000,0.02571166
219092,0.23450000,0.02846648
219093,0.28900000,0.03305785
219094,0.32700000,0.03489440
219095,0.36550000,0.03397612
219096,0.39250000,0.03305785
219097,0.42000000,0.04132231
219098,0.43100000,0.04683196
219099,0.45250000,0.04591368
219100,0.45250000,0.05417815
219101,0.45800000,0.06336088
219102,0.46350000,0.06978880
219103,0.44700000,0.07713499
219104,0.43600000,0.08631772
219105,0.42550000,0.08631772
219106,0.40350000,0.08631772
219107,0.37600000,0.08631772
219108,0.34350000,0.08539945
219109,0.31100000,0.07713499
219110,0.27250000,0.06887052
219111,0.24000000,0.06519743
219112,0.20700000,0.05601469
219113,0.16350000,0.04315886
219114,0.13100000,0.03213958
219115,0.09800000,0.02571166
219116,0.06550000,0.01561065
219117,0.03250000,-0.00642792
219118,0.00000000,-0.02938476
219119,-0.03300000,-0.03397612
219120,-0.06000000,-0.02112029
219121,-0.09250000,0.00091827
219122,-0.11450000,0.02571166
219123,-0.13650000,0.04407713
219124,-0.16350000,0.05876951
219125,-0.18000000,0.06887052
219126,-0.20200000,0.07713499
219127,-0.21250000,0.08631772
219128,-0.23450000,0.08539945
219129,-0.24550000,0.07988981
219130,-0.26200000,0.08448118
219131,-0.27800000,0.10468320
219132,-0.27800000,0.10743802
219133,-0.29450000,-0.02387511
219134,-0.30550000,-0.40863177
219135,-0.31100000,-0.92102847
219136,-0.32700000,-1.15518825
219137,-0.33250000,-0.90358127
219138,-0.34350000,-0.44811754
219139,-0.35450000,-0.11294766
219140,-0.35450000,0.06611570
219141,-0.36550000,0.14876033
219142,-0.37100000,0.17630854
219143,-0.38200000,0.18365473
219144,-0.37650000,0.18732782
219145,-0.38700000,0.18732782
219146,-0.39250000,0.18732782
219147,-0.40350000,0.18365473
219148,-0.39800000,0.17355372
219149,-0.40900000,0.16804408
219150,-0.40900000,0.16712580
219151,-0.41450000,0.16345271
219152,-0.42000000,0.15977961
219153,-0.42000000,0.15518825
219154,-0.43100000,0.14325069
219155,-0.43650000,0.13039486
219156,-0.43650000,0.12304867
219157,-0.43100000,0.11937557
219158,-0.43100000,0.11019284
219159,-0.42550000,0.09733701
219160,-0.39600000,0.08264463
219161,-0.37550000,0.06887052
219162,-0.35000000,0.05050505
219163,-0.31400000,0.03581267
219164,-0.26750000,0.02938476
219165,-0.22150000,0.02571166
219166,-0.16450000,0.02571166
219167,-0.10800000,0.02571166
219168,-0.04650000,0.02571166
219169,0.01500000,0.02571166
219170,0.06650000,0.02571166
219171,0.12300000,0.02846648
219172,0.17950000,0.03673095
219173,0.22600000,0.04591368
219174,0.26200000,0.04315886
219175,0.30300000,0.04040404
219176,0.33900000,0.04040404
219177,0.37000000,0.04315886
219178,0.38000000,0.04683196
219179,0.39550000,0.05234160
219180,0.40600000,0.05968779
219181,0.41100000,0.06887052
219182,0.41100000,0.07713499
219183,0.40600000,0.08631772
219184,0.40100000,0.08631772
219185,0.38000000,0.08631772
219186,0.36500000,0.08631772
219187,0.34400000,0.08631772
219188,0.31850000,0.08631772
219189,0.28750000,0.08631772
219190,0.25700000,0.08539945
219191,0.22100000,0.07713499
219192,0.19000000,0.06887052
219193,0.15900000,0.06519743
219194,0.11800000,0.06244261
219195,0.08700000,0.05876951
219196,0.05650000,0.05050505
219197,0.02550000,0.04315886
219198,-0.00550000,0.03673095
219199,-0.03100000,0.01836547
219200,-0.05700000,-0.00918274
219201,-0.08750000,-0.03122130
219202,-0.11350000,-0.03030303
219203,-0.13400000,-0.00734619
219204,-0.14950000,0.01836547
219205,-0.17500000,0.03673095
219206,-0.18550000,0.04958678
219207,-0.20600000,0.06244261
219208,-0.22150000,0.07254362
219209,-0.23150000,0.07621671
219210,-0.24700000,0.07988981
219211,-0.25700000,0.07529844
219212,-0.27250000,0.07988981
219213,-0.28300000,0.09274564
219214,-0.28800000,0.11111111
219215,-0.29850000,0.06978880
219216,-0.30850000,-0.16528926
219217,-0.31900000,-0.62993572
219218,-0.31900000,-1.06703398
219219,-0.32900000,-1.10101010
219220,-0.33950000,-0.72635445
219221,-0.33950000,-0.30578512
219222,-0.35000000,-0.03764922
219223,-0.36000000,0.10009183
219224,-0.36000000,0.16437098
219225,-0.36500000,0.17722681
219226,-0.37550000,0.18365473
219227,-0.38050000,0.18732782
219228,-0.38050000,0.17814509
219229,-0.38600000,0.16988062
219230,-0.39600000,0.16712580
219231,-0.39600000,0.16712580
219232,-0.40100000,0.16345271
219233,-0.40100000,0.16069789
219234,-0.41150000,0.16069789
219235,-0.41150000,0.15151515
219236,-0.41650000,0.14692378
219237,-0.42150000,0.14600551
219238,-0.41650000,0.13682277
219239,-0.41650000,0.12304867
219240,-0.41150000,0.11019284
219241,-0.40650000,0.10009183
219242,-0.39600000,0.09090909
219243,-0.37550000,0.08264463
219244,-0.33950000,0.06887052
219245,-0.30350000,0.05050505
219246,-0.26250000,0.03489440
219247,-0.21100000,0.02662994
219248,-0.15450000,0.02571166
219249,-0.09250000,0.02571166
219250,-0.03100000,0.02571166
219251,0.04100000,0.02571166
219252,0.10250000,0.02571166
219253,0.15900000,0.02571166
219254,0.22100000,0.02571166
219255,0.27200000,0.02571166
219256,0.31350000,0.02571166
219257,0.34950000,0.02571166
219258,0.38550000,0.03213958
219259,0.41100000,0.03856749
219260,0.43150000,0.04040404
219261,0.45200000,0.04040404
219262,0.46250000,0.04040404
219263,0.46750000,0.04315886
219264,0.46750000,0.05050505
219265,0.46250000,0.06152433
219266,0.45750000,0.06611570
219267,0.44200000,0.07346189
219268,0.42650000,0.07988981
219269,0.40600000,0.08539945
219270,0.37500000,0.08631772
219271,0.34950000,0.08631772
219272,0.31850000,0.08539945
219273,0.28250000,0.07713499
219274,0.24650000,0.06887052
219275,0.21550000,0.06519743
219276,0.17950000,0.05876951
219277,0.13350000,0.04407713
219278,0.10250000,0.03213958
219279,0.06650000,0.02571166
219280,0.04100000,0.01469238
219281,0.01000000,-0.00918274
219282,-0.02600000,-0.02662994
219283,-0.05150000,-0.03030303
219284,-0.07750000,-0.02203857
219285,-0.10300000,0.00091827
219286,-0.11850000,0.02938476
219287,-0.14400000,0.04407713
219288,-0.16350000,0.06244261
219289,-0.18400000,0.06978880
219290,-0.19450000,0.06611570
219291,-0.22000000,0.06611570
219292,-0.23000000,0.07529844
219293,-0.25050000,0.08356290
219294,-0.25550000,0.08999082
219295,-0.27100000,0.10651974
219296,-0.28650000,0.09917355
219297,-0.28650000,-0.05601469
219298,-0.30150000,-0.45454545
219299,-0.31200000,-0.94398531
219300,-0.32200000,-1.13406795
219301,-0.32700000,-0.86042241
219302,-0.33750000,-0.42056933
219303,-0.33750000,-0.10284665
219304,-0.34750000,0.06703398
219305,-0.35800000,0.14876033
219306,-0.36800000,0.17998163
219307,-0.36800000,0.19008264
219308,-0.37850000,0.18824610
219309,-0.37850000,0.18640955
219310,-0.38850000,0.18089991
219311,-0.39850000,0.17355372
219312,-0.39850000,0.16804408
219313,-0.40900000,0.16712580
219314,-0.40900000,0.16712580
219315,-0.41900000,0.16712580
219316,-0.41900000,0.16712580
219317,-0.42400000,0.16345271
219318,-0.42400000,0.15335170
219319,-0.42400000,0.14692378
219320,-0.42400000,0.13957759
219321,-0.42400000,0.12396694
219322,-0.41400000,0.11294766
219323,-0.40400000,0.10468320
219324,-0.38350000,0.09641873
219325,-0.36300000,0.08356290
219326,-0.32700000,0.06887052
219327,-0.29150000,0.05050505
219328,-0.24050000,0.03581267
219329,-0.19450000,0.02938476
219330,-0.13300000,0.02571166
219331,-0.07150000,0.02571166
219332,-0.01550000,0.02846648
219333,0.04600000,0.03305785
219334,0.10200000,0.03305785
219335,0.15300000,0.03581267
219336,0.19900000,0.04315886
219337,0.24000000,0.04591368
219338,0.28100000,0.04315886
219339,0.31150000,0.04683196
219340,0.33700000,0.04591368
219341,0.36250000,0.04499541
219342,0.38300000,0.04315886
219343,0.39350000,0.04683196
219344,0.40350000,0.05142332
219345,0.40350000,0.05325987
219346,0.39850000,0.05693297
219347,0.39350000,0.07529844
219348,0.38300000,0.08631772
219349,0.36750000,0.08631772
219350,0.34200000,0.08631772
219351,0.32700000,0.08631772
219352,0.29100000,0.08631772
219353,0.26550000,0.08264463
219354,0.23500000,0.07254362
219355,0.19900000,0.06703398
219356,0.16350000,0.06244261
219357,0.12750000,0.05325987
219358,0.09200000,0.05325987
219359,0.05600000,0.05693297
219360,0.02050000,0.04499541
219361,-0.01050000,0.03213958
219362,-0.03600000,0.02662994
219363,-0.06650000,0.02203857
219364,-0.08700000,0.00550964
219365,-0.11250000,-0.01928375
219366,-0.13800000,-0.03397612
219367,-0.15850000,-0.03397612
219368,-0.17400000,-0.02020202
219369,-0.19450000,0.01101928
219370,-0.21500000,0.03581267
219371,-0.22000000,0.04958678
219372,-0.24050000,0.06152433
219373,-0.25550000,0.06611570
219374,-0.26050000,0.06611570
219375,-0.28100000,0.06519743
219376,-0.28650000,0.05968779
219377,-0.30650000,0.06244261
219378,-0.31200000,0.07988981
219379,-0.32700000,0.10284665
219380,-0.33250000,0.05325987
219381,-0.34750000,-0.20752984
219382,-0.34750000,-0.68962351
219383,-0.35800000,-1.09641873
219384,-0.36800000,-1.06978880
219385,-0.36800000,-0.66758494
219386,-0.37850000,-0.25711662
219387,-0.38850000,-0.01101928
219388,-0.38850000,0.10927456
219389,-0.39350000,0.15977961
219390,-0.39350000,0.16804408
219391,-0.39850000,0.16712580
219392,-0.40900000,0.16988062
219393,-0.41400000,0.17355372
219394,-0.41400000,0.17355372
219395,-0.41900000,0.16804408
219396,-0.41900000,0.16712580
219397,-0.42950000,0.16712580
219398,-0.42950000,0.16712580
219399,-0.43950000,0.16345271
219400,-0.43950000,0.15702479
219401,-0.44450000,0.14784206
219402,-0.44450000,0.14325069
219403,-0.44450000,0.13314968
219404,-0.43950000,0.11662075
219405,-0.43450000,0.10743802
219406,-0.42950000,0.10284665
219407,-0.40900000,0.09641873
219408,-0.38850000,0.08264463
219409,-0.36300000,0.06336088
219410,-0.32700000,0.04407713
219411,-0.28100000,0.03213958
219412,-0.23000000,0.02662994
219413,-0.16350000,0.02571166
219414,-0.10250000,0.02571166
219415,-0.04100000,0.02571166
219416,0.02600000,0.02571166
219417,0.08800000,0.02571166
219418,0.15000000,0.02571166
219419,0.19650000,0.02571166
219420,0.24850000,0.02571166
219421,0.28950000,0.02571166
219422,0.33100000,0.02571166
219423,0.36200000,0.02571166
219424,0.38250000,0.02846648
219425,0.40850000,0.03397612
219426,0.41900000,0.03948577
219427,0.43450000,0.04591368
219428,0.43950000,0.04591368
219429,0.43950000,0.04958678
219430,0.42950000,0.05968779
219431,0.41900000,0.07162534
219432,0.40350000,0.07621671
219433,0.38800000,0.07988981
219434,0.36200000,0.08356290
219435,0.34150000,0.08539945
219436,0.31050000,0.07713499
219437,0.27950000,0.06887052
219438,0.23800000,0.06519743
219439,0.20700000,0.05968779
219440,0.17600000,0.05050505
219441,0.13950000,0.04591368
219442,0.10350000,0.04224059
219443,0.06750000,0.03305785
219444,0.03100000,0.02662994
219445,0.00000000,0.02203857
219446,-0.02600000,0.00459137
219447,-0.06200000,-0.02479339
219448,-0.08800000,-0.04040404
219449,-0.10850000,-0.04040404
219450,-0.12400000,-0.03305785
219451,-0.15000000,-0.00183655
219452,-0.16550000,0.03305785
219453,-0.18600000,0.05142332
219454,-0.20150000,0.06336088
219455,-0.21200000,0.06978880
219456,-0.23250000,0.07346189
219457,-0.24800000,0.07346189
219458,-0.25350000,0.06978880
219459,-0.26900000,0.06978880
219460,-0.27950000,0.08264463
219461,-0.29500000,0.10468320
219462,-0.30500000,0.08264463
219463,-0.32050000,-0.12304867
219464,-0.32600000,-0.57024793
219465,-0.34150000,-1.02571166
219466,-0.34650000,-1.09274564
219467,-0.35700000,-0.73186410
219468,-0.36200000,-0.30486685
219469,-0.37250000,-0.03764922
219470,-0.37750000,0.10009183
219471,-0.38250000,0.15610652
219472,-0.38800000,0.16712580
219473,-0.39800000,0.17355372
219474,-0.39800000,0.17998163
219475,-0.40350000,0.17722681
219476,-0.40850000,0.17263545
219477,-0.40850000,0.16804408
219478,-0.41350000,0.16712580
219479,-0.41350000,0.16712580
219480,-0.42150000,0.16253444
219481,-0.42150000,0.14508724
219482,-0.43200000,0.13957759
219483,-0.43200000,0.14325069
219484,-0.43700000,0.14233242
219485,-0.43700000,0.13039486
219486,-0.44200000,0.11662075
219487,-0.44200000,0.10651974
219488,-0.43200000,0.09641873
219489,-0.42650000,0.08264463
219490,-0.42150000,0.06978880
219491,-0.40100000,0.05968779
219492,-0.36500000,0.04866850
219493,-0.33400000,0.03397612
219494,-0.29800000,0.02662994
219495,-0.24150000,0.02571166
219496,-0.18500000,0.02571166
219497,-0.12850000,0.02571166
219498,-0.07200000,0.02571166
219499,-0.01050000,0.02846648
219500,0.04600000,0.03305785
219501,0.09750000,0.03305785
219502,0.14900000,0.03305785
219503,0.19550000,0.04132231
219504,0.22600000,0.04683196
219505,0.26200000,0.04591368
219506,0.29300000,0.04591368
219507,0.31850000,0.04591368
219508,0.33400000,0.04866850
219509,0.34950000,0.05601469
219510,0.34950000,0.06336088
219511,0.36000000,0.07529844
219512,0.35450000,0.07988981
219513,0.34450000,0.08080808
219514,0.33900000,0.08356290
219515,0.32400000,0.08264463
219516,0.29800000,0.07621671
219517,0.27250000,0.07621671
219518,0.24650000,0.07988981
219519,0.22600000,0.07070707
219520,0.19000000,0.06244261
219521,0.15400000,0.05876951
219522,0.12350000,0.05601469
219523,0.08750000,0.04775023
219524,0.05650000,0.04224059
219525,0.02550000,0.03305785
219526,-0.00500000,0.02571166
219527,-0.03100000,0.01561065
219528,-0.05650000,-0.00918274
219529,-0.07700000,-0.03764922
219530,-0.10800000,-0.04591368
219531,-0.12350000,-0.03122130
219532,-0.14400000,-0.00734619
219533,-0.15950000,0.01836547
219534,-0.18000000,0.03673095
219535,-0.19050000,0.05050505
219536,-0.21100000,0.06703398
219537,-0.22100000,0.07621671
219538,-0.23650000,0.07529844
219539,-0.24150000,0.07988981
219540,-0.25700000,0.08539945
219541,-0.27250000,0.08631772
219542,-0.27750000,0.10009183
219543,-0.28800000,0.11202938
219544,-0.28950000,0.02203857
219545,-0.29450000,-0.30578512
219546,-0.30500000,-0.80716253
219547,-0.31550000,-1.12213039
219548,-0.32050000,-0.96418733
219549,-0.33100000,-0.52800735
219550,-0.33100000,-0.17263545
219551,-0.33600000,0.02295684
219552,-0.34650000,0.12121212
219553,-0.35650000,0.16069789
219554,-0.35650000,0.17447199
219555,-0.36200000,0.18089991
219556,-0.36200000,0.18549128
219557,-0.37200000,0.18181818
219558,-0.37750000,0.17630854
219559,-0.37750000,0.17355372
219560,-0.38250000,0.17079890
219561,-0.39300000,0.16620753
219562,-0.38750000,0.15794307
219563,-0.39800000,0.14967860
219564,-0.39800000,0.14692378
219565,-0.40850000,0.14325069
219566,-0.40300000,0.13039486
219567,-0.41350000,0.11753903
219568,-0.40850000,0.10927456
219569,-0.40850000,0.10009183
219570,-0.39800000,0.08999082
219571,-0.38250000,0.07621671
219572,-0.36700000,0.05693297
219573,-0.34100000,0.04683196
219574,-0.30500000,0.03764922
219575,-0.26900000,0.02938476
219576,-0.22200000,0.02571166
219577,-0.16550000,0.02571166
219578,-0.10850000,0.02571166
219579,-0.04650000,0.02571166
219580,0.02100000,0.02571166
219581,0.07250000,0.02571166
219582,0.13450000,0.02571166
219583,0.18650000,0.03213958
219584,0.23300000,0.03856749
219585,0.27950000,0.03673095
219586,0.32100000,0.02938476
219587,0.35200000,0.02662994
219588,0.37750000,0.03213958
219589,0.39850000,0.04132231
219590,0.41400000,0.04683196
219591,0.42450000,0.04958678
219592,0.42950000,0.06795225
219593,0.42450000,0.07988981
219594,0.41900000,0.08080808
219595,0.40900000,0.08539945
219596,0.39850000,0.08631772
219597,0.38300000,0.08539945
219598,0.35700000,0.07988981
