'sample interval','PLETH ','II '
134138,-0.40050000,0.22695035
134139,-0.39400000,0.22695035
134140,-0.38750000,0.23726628
134141,-0.37900000,0.24435848
134142,-0.37100000,0.26241135
134143,-0.36250000,0.26950355
134144,-0.35450000,0.28691167
134145,-0.34750000,0.29400387
134146,-0.33800000,0.27272727
134147,-0.32950000,0.28691167
134148,-0.31800000,0.27981947
134149,-0.30650000,0.27659574
134150,-0.29000000,0.26241135
134151,-0.27150000,0.25531915
134152,-0.24650000,0.23017408
134153,-0.21850000,0.22695035
134154,-0.18400000,0.21276596
134155,-0.13900000,0.20245003
134156,-0.08750000,0.16698904
134157,-0.02650000,0.14571244
134158,0.04150000,0.13152805
134159,0.11450000,0.11411992
134160,0.19200000,0.09284333
134161,0.27000000,0.08188266
134162,0.34950000,0.07865893
134163,0.42250000,0.08575113
134164,0.48700000,0.08575113
134165,0.54350000,0.08575113
134166,0.58800000,0.08575113
134167,0.62100000,0.08575113
134168,0.64250000,0.08575113
134169,0.65100000,0.07156673
134170,0.64950000,0.03223727
134171,0.63450000,0.00451322
134172,0.60800000,-0.01289491
134173,0.57300000,-0.01289491
134174,0.53000000,-0.03417150
134175,0.48200000,-0.04126370
134176,0.42750000,-0.04126370
134177,0.37100000,-0.03739523
134178,0.31300000,-0.04448743
134179,0.25700000,-0.04448743
134180,0.20200000,-0.02707930
134181,0.15100000,-0.01611863
134182,0.09950000,-0.01289491
134183,0.05300000,-0.01998711
134184,0.01000000,-0.02707930
134185,-0.02650000,-0.02707930
134186,-0.06450000,-0.02321083
134187,-0.09600000,-0.02707930
134188,-0.12750000,-0.02321083
134189,-0.15400000,-0.02707930
134190,-0.17900000,-0.03417150
134191,-0.20050000,-0.05867182
134192,-0.21700000,-0.15087041
134193,-0.23350000,-0.28175371
134194,-0.24850000,-0.40876854
134195,-0.25850000,-0.53965184
134196,-0.26800000,-0.59638943
134197,-0.28000000,-0.57188910
134198,-0.28500000,-0.53255964
134199,-0.29150000,-0.51128304
134200,-0.29650000,-0.51515152
134201,-0.30150000,-0.49709865
134202,-0.30450000,-0.43326886
134203,-0.30950000,-0.32043843
134204,-0.31300000,-0.20760799
134205,-0.31800000,-0.12637008
134206,-0.32300000,-0.06963250
134207,-0.32600000,-0.00902643
134208,-0.33100000,0.05738233
134209,-0.33800000,0.11411992
134210,-0.34450000,0.14248872
134211,-0.35250000,0.15667311
134212,-0.35950000,0.16698904
134213,-0.36750000,0.17408124
134214,-0.37600000,0.17794971
134215,-0.38600000,0.18826564
134216,-0.39400000,0.20245003
134217,-0.40250000,0.21276596
134218,-0.41250000,0.21985816
134219,-0.42250000,0.22308188
134220,-0.43200000,0.20889749
134221,-0.44200000,0.21276596
134222,-0.45050000,0.22308188
134223,-0.45700000,0.21276596
134224,-0.46350000,0.19535783
134225,-0.46850000,0.18504191
134226,-0.46850000,0.17085751
134227,-0.46350000,0.14248872
134228,-0.45350000,0.11734365
134229,-0.43200000,0.10315925
134230,-0.40400000,0.09606705
134231,-0.36450000,0.08188266
134232,-0.31800000,0.06769826
134233,-0.26150000,0.04642166
134234,-0.20200000,0.03610574
134235,-0.13750000,0.01482914
134236,-0.07450000,0.01482914
134237,-0.01300000,0.03610574
134238,0.04300000,0.04319794
134239,0.09100000,0.03932946
134240,0.12950000,0.03610574
134241,0.15600000,0.01482914
134242,0.17400000,0.02192134
134243,0.17750000,0.01482914
134244,0.17050000,-0.00902643
134245,0.15250000,-0.03417150
134246,0.12750000,-0.05867182
134247,0.09100000,-0.05867182
134248,0.06650000,-0.06254030
134249,0.02000000,-0.09090909
134250,-0.03150000,-0.07672469
134251,-0.08600000,-0.07994842
134252,-0.13900000,-0.10831721
134253,-0.19400000,-0.09413282
134254,-0.24500000,-0.08381689
134255,-0.29150000,-0.07672469
134256,-0.33600000,-0.06254030
134257,-0.37600000,-0.06963250
134258,-0.41050000,-0.07285622
134259,-0.43900000,-0.07994842
134260,-0.46700000,-0.07672469
134261,-0.48850000,-0.06963250
134262,-0.50500000,-0.06254030
134263,-0.51650000,-0.06576402
134264,-0.52850000,-0.05544810
134265,-0.53650000,-0.07994842
134266,-0.54150000,-0.17537073
134267,-0.54650000,-0.28175371
134268,-0.54650000,-0.41586074
134269,-0.54800000,-0.54674404
134270,-0.54800000,-0.58607350
134271,-0.55000000,-0.57188910
134272,-0.54650000,-0.53965184
134273,-0.54650000,-0.53642811
134274,-0.54150000,-0.53965184
134275,-0.53850000,-0.50805932
134276,-0.53500000,-0.43004513
134277,-0.53150000,-0.30303030
134278,-0.52650000,-0.18246293
134279,-0.52350000,-0.09413282
134280,-0.51850000,-0.04835590
134281,-0.51000000,0.01160542
134282,-0.50500000,0.08575113
134283,-0.50000000,0.14571244
134284,-0.49350000,0.17085751
134285,-0.48550000,0.19213411
134286,-0.47700000,0.19922631
134287,-0.46700000,0.21276596
134288,-0.45550000,0.21276596
134289,-0.44400000,0.22308188
134290,-0.43050000,0.23017408
134291,-0.41750000,0.24113475
134292,-0.40250000,0.24435848
134293,-0.38900000,0.25531915
134294,-0.37250000,0.25531915
134295,-0.35950000,0.25531915
134296,-0.34450000,0.25145068
134297,-0.33100000,0.24113475
134298,-0.31150000,0.23017408
134299,-0.29150000,0.22695035
134300,-0.26850000,0.21276596
134301,-0.24000000,0.19213411
134302,-0.20350000,0.18504191
134303,-0.16050000,0.17408124
134304,-0.11250000,0.14958092
134305,-0.05450000,0.13152805
134306,0.01000000,0.11411992
134307,0.07600000,0.08897485
134308,0.14600000,0.08575113
134309,0.21700000,0.07479046
134310,0.28500000,0.07156673
134311,0.34950000,0.08575113
134312,0.41450000,0.08897485
134313,0.46050000,0.09993553
134314,0.49850000,0.08897485
134315,0.52400000,0.07865893
134316,0.53500000,0.07479046
134317,0.53950000,0.04642166
134318,0.53000000,0.02192134
134319,0.51100000,0.00451322
134320,0.48250000,-0.00193424
134321,0.44650000,-0.01289491
134322,0.40350000,-0.01611863
134323,0.35600000,-0.01289491
134324,0.30700000,-0.01289491
134325,0.25350000,-0.02321083
134326,0.20250000,-0.00902643
134327,0.14900000,0.00128949
134328,0.10000000,-0.00580271
134329,0.04900000,-0.00580271
134330,0.00500000,0.00128949
134331,-0.03600000,0.00128949
134332,-0.07400000,-0.00902643
134333,-0.11050000,-0.00580271
134334,-0.14050000,0.00128949
134335,-0.16750000,0.00128949
134336,-0.19100000,-0.00580271
134337,-0.21000000,-0.01289491
134338,-0.22600000,-0.03417150
134339,-0.23850000,-0.10509349
134340,-0.25300000,-0.23920052
134341,-0.25950000,-0.34880722
134342,-0.26700000,-0.47582205
134343,-0.27200000,-0.55770471
134344,-0.27650000,-0.55383623
134345,-0.27850000,-0.52546744
134346,-0.27850000,-0.50096712
134347,-0.27850000,-0.50805932
134348,-0.27850000,-0.47969052
134349,-0.27650000,-0.40876854
134350,-0.27500000,-0.31721470
134351,-0.27200000,-0.19342360
134352,-0.26900000,-0.09413282
134353,-0.26550000,-0.02321083
134354,-0.26100000,0.01482914
134355,-0.25950000,0.09993553
134356,-0.25600000,0.16698904
134357,-0.25300000,0.21598968
134358,-0.25000000,0.22308188
134359,-0.24650000,0.23017408
134360,-0.24650000,0.25531915
134361,-0.24350000,0.25531915
134362,-0.23850000,0.26563507
134363,-0.23400000,0.28368794
134364,-0.22900000,0.27981947
134365,-0.22300000,0.28368794
134366,-0.21800000,0.28368794
134367,-0.21000000,0.28691167
134368,-0.20250000,0.29400387
134369,-0.19300000,0.29787234
134370,-0.18350000,0.29078014
134371,-0.16900000,0.26241135
134372,-0.15350000,0.26241135
134373,-0.13450000,0.25531915
134374,-0.10900000,0.23404255
134375,-0.07750000,0.21598968
134376,-0.03950000,0.20567376
134377,0.00500000,0.17794971
134378,0.06050000,0.15989684
134379,0.12050000,0.14571244
134380,0.18550000,0.11411992
134381,0.25650000,0.09606705
134382,0.32600000,0.09993553
134383,0.39400000,0.09284333
134384,0.45750000,0.10702772
134385,0.51450000,0.11411992
134386,0.56200000,0.10702772
134387,0.59800000,0.11411992
134388,0.62500000,0.09606705
134389,0.64100000,0.07865893
134390,0.64400000,0.04642166
134391,0.63750000,0.01096067
134392,0.62050000,0.00451322
134393,0.59500000,0.00128949
134394,0.56200000,-0.01611863
134395,0.51900000,-0.01289491
134396,0.47300000,-0.01289491
134397,0.42400000,-0.01998711
134398,0.37200000,-0.01998711
134399,0.31800000,-0.01998711
134400,0.26600000,-0.00580271
134401,0.21850000,0.00128949
134402,0.16950000,-0.00902643
134403,0.12650000,0.00128949
134404,0.08550000,-0.00580271
134405,0.05100000,-0.02321083
134406,0.01600000,-0.01289491
134407,-0.01250000,0.00128949
134408,-0.03950000,0.00128949
134409,-0.06150000,-0.00193424
134410,-0.08050000,-0.01611863
134411,-0.09950000,-0.03417150
134412,-0.11350000,-0.12637008
134413,-0.12300000,-0.23920052
134414,-0.13250000,-0.34880722
134415,-0.13900000,-0.51128304
134416,-0.14550000,-0.58929723
134417,-0.15000000,-0.57188910
134418,-0.15350000,-0.53255964
134419,-0.15500000,-0.51837524
134420,-0.15500000,-0.51128304
134421,-0.15800000,-0.50096712
134422,-0.15800000,-0.43004513
134423,-0.16100000,-0.31721470
134424,-0.16100000,-0.20373952
134425,-0.16300000,-0.10122502
134426,-0.16450000,-0.03030303
134427,-0.16600000,0.01160542
134428,-0.17050000,0.10315925
134429,-0.17400000,0.17408124
134430,-0.17700000,0.21276596
134431,-0.18000000,0.22308188
134432,-0.18500000,0.23017408
134433,-0.18800000,0.22695035
134434,-0.19300000,0.25145068
134435,-0.19750000,0.25145068
134436,-0.20050000,0.25531915
134437,-0.20400000,0.26950355
134438,-0.20550000,0.28368794
134439,-0.20850000,0.28368794
134440,-0.28900000,0.28368794
134441,-0.29100000,0.28368794
134442,-0.28900000,0.28368794
134443,-0.28350000,0.26563507
134444,-0.27400000,0.25531915
134445,-0.26100000,0.24113475
134446,-0.24400000,0.22695035
134447,-0.21550000,0.21598968
134448,-0.17950000,0.21276596
134449,-0.13250000,0.18504191
134450,-0.07550000,0.15667311
134451,-0.01150000,0.13862025
134452,0.06250000,0.11025145
134453,0.14000000,0.08575113
134454,0.21950000,0.07865893
134455,0.30050000,0.07156673
134456,0.37800000,0.07865893
134457,0.44800000,0.08188266
134458,0.50850000,0.08575113
134459,0.55950000,0.09606705
134460,0.59350000,0.09606705
134461,0.62000000,0.08575113
134462,0.62950000,0.08188266
134463,0.62750000,0.05029014
134464,0.61050000,0.00773694
134465,0.58600000,-0.00580271
134466,0.54650000,-0.01289491
134467,0.50100000,-0.03417150
134468,0.44800000,-0.04126370
134469,0.38550000,-0.04448743
134470,0.32350000,-0.04126370
134471,0.25700000,-0.04835590
134472,0.19500000,-0.05544810
134473,0.13250000,-0.04126370
134474,0.07200000,-0.03739523
134475,0.01500000,-0.01998711
134476,-0.03600000,-0.01998711
134477,-0.08500000,-0.02321083
134478,-0.12850000,-0.03739523
134479,-0.16800000,-0.02321083
134480,-0.20800000,-0.02707930
134481,-0.24200000,-0.02707930
134482,-0.27200000,-0.01611863
134483,-0.30250000,-0.01998711
134484,-0.32700000,-0.03030303
134485,-0.34950000,-0.08704062
134486,-0.36850000,-0.20373952
134487,-0.38550000,-0.33139910
134488,-0.39900000,-0.46550613
134489,-0.41000000,-0.58220503
134490,-0.41950000,-0.59638943
134491,-0.42350000,-0.56479691
134492,-0.42550000,-0.52933591
134493,-0.42550000,-0.51128304
134494,-0.42350000,-0.51128304
134495,-0.42150000,-0.47969052
134496,-0.41800000,-0.40876854
134497,-0.41400000,-0.28497743
134498,-0.40850000,-0.17214700
134499,-0.40450000,-0.08704062
134500,-0.40100000,-0.04835590
134501,-0.39500000,0.01160542
134502,-0.39300000,0.08897485
134503,-0.39150000,0.13862025
134504,-0.45250000,0.17794971
134505,-0.45250000,0.18504191
134506,-0.45650000,0.18504191
134507,-0.45850000,0.18504191
134508,-0.46400000,0.19858156
134509,-0.47150000,0.22695035
134510,-0.47900000,0.22695035
134511,-0.48850000,0.21276596
134512,-0.49750000,0.22695035
134513,-0.50700000,0.23404255
134514,-0.51850000,0.23017408
134515,-0.53150000,0.22695035
134516,-0.54100000,0.23404255
134517,-0.55600000,0.21985816
134518,-0.56550000,0.21276596
134519,-0.57300000,0.20889749
134520,-0.57500000,0.18826564
134521,-0.57300000,0.17408124
134522,-0.56350000,0.14248872
134523,-0.54100000,0.12121212
134524,-0.51100000,0.11734365
134525,-0.46750000,0.08575113
134526,-0.41300000,0.07156673
134527,-0.35100000,0.04319794
134528,-0.28150000,0.02192134
134529,-0.20850000,0.03610574
134530,-0.14050000,0.04319794
134531,-0.06950000,0.03932946
134532,-0.01100000,0.04319794
134533,0.04150000,0.04319794
134534,0.08100000,0.04319794
134535,0.10550000,0.04642166
134536,0.12050000,0.05738233
134537,0.11850000,0.03610574
134538,0.10900000,0.00128949
134539,0.08450000,-0.03417150
134540,0.05300000,-0.03739523
134541,0.01150000,-0.02321083
134542,-0.03750000,-0.05157963
134543,-0.08800000,-0.06963250
134544,-0.14650000,-0.05867182
134545,-0.20100000,-0.06576402
134546,-0.25550000,-0.07672469
134547,-0.31000000,-0.07994842
134548,-0.35850000,-0.05544810
134549,-0.40000000,-0.03739523
134550,-0.44150000,-0.05157963
134551,-0.47700000,-0.05157963
134552,-0.50550000,-0.04448743
134553,-0.52950000,-0.04835590
134554,-0.55200000,-0.06576402
134555,-0.56900000,-0.05157963
134556,-0.58250000,-0.04126370
134557,-0.59550000,-0.04835590
134558,-0.60100000,-0.04126370
134559,-0.60650000,-0.07672469
134560,-0.61250000,-0.16505480
134561,-0.61600000,-0.27079304
134562,-0.61600000,-0.39458414
134563,-0.61400000,-0.52224371
134564,-0.61400000,-0.56479691
134565,-0.61050000,-0.53642811
134566,-0.60850000,-0.52546744
134567,-0.60850000,-0.52546744
134568,-0.60750000,-0.53642811
134569,-0.60950000,-0.50805932
134570,-0.60750000,-0.43004513
134571,-0.60950000,-0.30625403
134572,-0.60750000,-0.20373952
134573,-0.60950000,-0.11540941
134574,-0.61150000,-0.06254030
134575,-0.60950000,-0.00580271
134576,-0.60950000,0.07479046
134577,-0.60750000,0.13539652
134578,-0.60600000,0.16376531
134579,-0.60400000,0.18117344
134580,-0.60400000,0.19535783
134581,-0.59800000,0.20889749
134582,-0.59600000,0.21985816
134583,-0.59000000,0.22695035
134584,-0.58450000,0.23726628
134585,-0.57650000,0.24435848
134586,-0.56700000,0.25531915
134587,-0.56100000,0.25531915
134588,-0.55150000,0.25531915
134589,-0.54550000,0.26563507
134590,-0.53600000,0.26563507
134591,-0.52400000,0.26241135
134592,-0.51050000,0.25531915
134593,-0.49500000,0.24435848
134594,-0.47750000,0.23726628
134595,-0.45250000,0.22308188
134596,-0.41750000,0.20889749
134597,-0.37450000,0.18117344
134598,-0.32050000,0.15989684
134599,-0.25650000,0.15667311
134600,-0.18450000,0.14248872
134601,-0.09900000,0.12121212
134602,-0.01150000,0.09993553
134603,0.07950000,0.09284333
134604,0.16700000,0.08897485
134605,0.25050000,0.10702772
134606,0.32200000,0.11411992
134607,0.38650000,0.11411992
134608,0.43300000,0.11411992
134609,0.46600000,0.11734365
134610,0.48350000,0.11734365
134611,0.48700000,0.09993553
134612,0.47350000,0.07865893
134613,0.44850000,0.05029014
134614,0.40950000,0.03223727
134615,0.35900000,0.01805287
134616,0.30500000,0.01482914
134617,0.23850000,0.00773694
134618,0.17100000,0.00451322
134619,0.10100000,0.00773694
134620,0.03100000,0.00128949
134621,-0.03700000,0.00451322
134622,-0.10100000,0.01482914
134623,-0.15900000,0.01482914
134624,-0.21350000,0.02901354
134625,-0.26200000,0.02192134
134626,-0.30500000,0.01482914
134627,-0.34350000,0.01482914
134628,-0.37450000,0.01482914
134629,-0.40200000,0.01482914
134630,-0.42500000,0.01482914
134631,-0.44250000,0.01482914
134632,-0.47300000,0.01482914
134633,-0.48500000,-0.00193424
134634,-0.49300000,-0.09090909
134635,-0.49500000,-0.21405545
134636,-0.49900000,-0.33462282
134637,-0.49700000,-0.45132173
134638,-0.49900000,-0.52933591
134639,-0.49900000,-0.53255964
134640,-0.49900000,-0.49709865
134641,-0.49700000,-0.47582205
134642,-0.49900000,-0.46872985
134643,-0.49900000,-0.43004513
134644,-0.49900000,-0.38426821
134645,-0.50100000,-0.27079304
134646,-0.49900000,-0.15473888
134647,-0.50100000,-0.05157963
134648,-0.50100000,0.00128949
134649,-0.49900000,0.03932946
134650,-0.50100000,0.12443585
134651,-0.50300000,0.18439716
134652,-0.50300000,0.21985816
134653,-0.50300000,0.23404255
134654,-0.50300000,0.25854288
134655,-0.50300000,0.25854288
134656,-0.50300000,0.26241135
134657,-0.50300000,0.26950355
134658,-0.50100000,0.27659574
134659,-0.49700000,0.28368794
134660,-0.49300000,0.29400387
134661,-0.48700000,0.29787234
134662,-0.48100000,0.29078014
134663,-0.47100000,0.29400387
134664,-0.46100000,0.30109607
134665,-0.44550000,0.29078014
134666,-0.42750000,0.27272727
134667,-0.40550000,0.27659574
134668,-0.37550000,0.27659574
134669,-0.33950000,0.23726628
134670,-0.29550000,0.21985816
134671,-0.23750000,0.19535783
134672,-0.16800000,0.18117344
134673,-0.09200000,0.15667311
134674,-0.00200000,0.14571244
134675,0.09350000,0.11734365
134676,0.18950000,0.11734365
134677,0.28950000,0.10702772
134678,0.38500000,0.11411992
134679,0.47100000,0.11025145
134680,0.55300000,0.11411992
134681,0.61850000,0.11411992
134682,0.66850000,0.11411992
134683,0.70650000,0.11025145
134684,0.72850000,0.10315925
134685,0.73650000,0.05738233
134686,0.72850000,0.03223727
134687,0.70650000,0.02192134
134688,0.67250000,-0.00193424
134689,0.63250000,-0.01289491
134690,0.58250000,-0.00902643
134691,0.52700000,-0.00193424
134692,0.46700000,-0.01289491
134693,0.40500000,-0.01289491
134694,0.34300000,-0.01289491
134695,0.28150000,-0.00193424
134696,0.24100000,0.01096067
134697,0.18250000,0.00128949
134698,0.13050000,-0.00902643
134699,0.08250000,-0.00902643
134700,0.03800000,-0.01289491
134701,-0.00200000,0.00128949
134702,-0.03600000,0.00128949
134703,-0.06650000,0.00128949
134704,-0.09250000,-0.00193424
134705,-0.11650000,-0.01289491
134706,-0.13650000,-0.01998711
134707,-0.15050000,-0.10509349
134708,-0.16250000,-0.23920052
134709,-0.17450000,-0.33849130
134710,-0.18250000,-0.48291425
134711,-0.18900000,-0.56092843
134712,-0.19300000,-0.55770471
134713,-0.19900000,-0.53965184
134714,-0.20100000,-0.49709865
134715,-0.20500000,-0.50805932
134716,-0.20700000,-0.49000645
134717,-0.21300000,-0.42295293
134718,-0.21700000,-0.32753063
134719,-0.22300000,-0.20760799
134720,-0.22700000,-0.10122502
134721,-0.23100000,-0.03030303
134722,-0.24100000,0.01869761
134723,-0.24500000,0.07865893
134724,-0.25100000,0.17085751
134725,-0.26100000,0.20245003
134726,-0.26700000,0.21598968
134727,-0.27300000,0.21598968
134728,-0.27900000,0.24113475
134729,-0.28300000,0.25531915
134730,-0.29100000,0.25531915
134731,-0.29300000,0.26241135
134732,-0.29700000,0.27659574
134733,-0.30300000,0.27981947
134734,-0.30500000,0.29400387
134735,-0.30700000,0.28368794
134736,-0.30900000,0.28368794
134737,-0.30500000,0.27981947
134738,-0.30300000,0.27659574
134739,-0.29300000,0.27981947
134740,-0.28100000,0.25531915
134741,-0.25900000,0.23726628
134742,-0.22900000,0.23017408
134743,-0.18900000,0.21598968
134744,-0.14050000,0.19535783
134745,-0.08050000,0.16698904
134746,-0.01000000,0.15280464
134747,0.06800000,0.13539652
134748,0.15250000,0.11411992
134749,0.24100000,0.09606705
134750,0.32750000,0.08575113
134751,0.40950000,0.08897485
134752,0.48600000,0.08575113
134753,0.55400000,0.08575113
134754,0.61050000,0.08575113
134755,0.65250000,0.07156673
134756,0.67850000,0.06769826
134757,0.69450000,0.05029014
134758,0.69250000,0.01482914
134759,0.67850000,-0.00193424
134760,0.64450000,-0.03417150
134761,0.60650000,-0.04126370
134762,0.55400000,-0.06254030
134763,0.49600000,-0.06963250
134764,0.42950000,-0.06963250
134765,0.35550000,-0.07672469
134766,0.28300000,-0.07994842
134767,0.20500000,-0.07285622
134768,0.13050000,-0.06576402
134769,0.05800000,-0.06963250
134770,-0.01200000,-0.06576402
134771,-0.07850000,-0.06576402
134772,-0.14050000,-0.05544810
134773,-0.20100000,-0.04448743
134774,-0.25500000,-0.05867182
134775,-0.30100000,-0.06254030
134776,-0.34350000,-0.05157963
134777,-0.38150000,-0.05867182
134778,-0.41150000,-0.06963250
134779,-0.43950000,-0.10509349
134780,-0.46000000,-0.19342360
134781,-0.47400000,-0.31721470
134782,-0.48400000,-0.44745326
134783,-0.48600000,-0.58929723
134784,-0.48800000,-0.64925854
134785,-0.48400000,-0.61702128
134786,-0.47800000,-0.57511283
134787,-0.47000000,-0.55770471
134788,-0.46200000,-0.55770471
134789,-0.45200000,-0.53642811
134790,-0.44150000,-0.47582205
134791,-0.43350000,-0.35912315
134792,-0.42150000,-0.24242424
134793,-0.41750000,-0.14764668
134794,-0.41150000,-0.08704062
134795,-0.40550000,-0.02707930
134796,-0.40550000,0.02514507
134797,-0.40550000,0.09993553
134798,-0.40550000,0.13862025
134799,-0.40950000,0.14248872
134800,-0.41750000,0.14248872
134801,-0.42350000,0.15989684
134802,-0.43350000,0.18504191
134803,-0.44550000,0.18117344
134804,-0.45800000,0.18504191
134805,-0.47000000,0.19213411
134806,-0.48400000,0.18826564
134807,-0.50200000,0.18826564
134808,-0.51800000,0.19922631
134809,-0.53600000,0.20889749
134810,-0.55400000,0.21276596
134811,-0.57200000,0.18826564
134812,-0.59050000,0.18826564
134813,-0.60650000,0.17408124
134814,-0.61850000,0.14571244
134815,-0.62650000,0.12121212
134816,-0.62450000,0.10315925
134817,-0.61450000,0.10315925
134818,-0.58850000,0.07865893
134819,-0.55200000,0.07156673
134820,-0.50200000,0.03223727
134821,-0.43750000,0.01805287
134822,-0.36550000,0.00128949
134823,-0.28500000,0.00128949
134824,-0.20400000,0.00128949
134825,-0.12100000,0.00128949
134826,-0.04450000,0.00128949
134827,0.02400000,0.00773694
134828,0.08050000,0.02192134
134829,0.11850000,0.00451322
134830,0.14700000,0.00128949
134831,0.16100000,0.01096067
134832,0.15300000,-0.01611863
134833,0.13500000,-0.05867182
134834,0.10450000,-0.07994842
134835,0.06200000,-0.08381689
134836,0.01200000,-0.09413282
134837,-0.04650000,-0.08381689
134838,-0.10900000,-0.10509349
134839,-0.17350000,-0.10831721
134840,-0.23600000,-0.11540941
134841,-0.29650000,-0.11218569
134842,-0.35300000,-0.08381689
134843,-0.40750000,-0.08704062
134844,-0.45150000,-0.09090909
134845,-0.49200000,-0.07285622
134846,-0.53050000,-0.08381689
134847,-0.55850000,-0.09413282
134848,-0.58300000,-0.08704062
134849,-0.60300000,-0.08381689
134850,-0.62100000,-0.06963250
134851,-0.63300000,-0.06963250
134852,-0.64500000,-0.07672469
134853,-0.65750000,-0.09800129
134854,-0.66150000,-0.16827853
134855,-0.66750000,-0.27466151
134856,-0.67150000,-0.40167634
134857,-0.67350000,-0.53965184
134858,-0.67750000,-0.60992908
134859,-0.67550000,-0.58929723
134860,-0.67750000,-0.56479691
134861,-0.67350000,-0.53965184
134862,-0.67150000,-0.55770471
134863,-0.67150000,-0.54674404
134864,-0.66950000,-0.47259832
134865,-0.66950000,-0.37008382
134866,-0.66750000,-0.23920052
134867,-0.66950000,-0.14764668
134868,-0.66750000,-0.08381689
134869,-0.66550000,-0.02707930
134870,-0.66750000,0.03932946
134871,-0.66350000,0.10702772
134872,-0.66150000,0.14571244
134873,-0.66150000,0.15667311
134874,-0.65550000,0.15989684
134875,-0.65350000,0.18117344
134876,-0.65150000,0.18504191
134877,-0.64500000,0.20245003
134878,-0.64300000,0.21598968
134879,-0.63900000,0.22695035
134880,-0.63500000,0.22695035
134881,-0.62900000,0.23404255
134882,-0.62500000,0.24435848
134883,-0.61500000,0.25531915
134884,-0.60500000,0.23404255
134885,-0.59300000,0.23017408
134886,-0.57650000,0.23404255
134887,-0.55450000,0.22695035
134888,-0.52050000,0.21598968
134889,-0.48700000,0.20245003
134890,-0.44200000,0.18117344
134891,-0.38850000,0.15667311
134892,-0.32550000,0.14958092
134893,-0.24650000,0.12443585
134894,-0.15950000,0.11411992
134895,-0.06300000,0.09606705
134896,0.04150000,0.08897485
134897,0.14400000,0.08188266
134898,0.24650000,0.07865893
134899,0.34150000,0.08575113
134900,0.42800000,0.08575113
134901,0.50100000,0.08575113
134902,0.56250000,0.09606705
134903,0.60550000,0.09993553
134904,0.63550000,0.08897485
134905,0.64700000,0.06769826
134906,0.64300000,0.04642166
134907,0.62950000,0.01805287
134908,0.59800000,0.00128949
134909,0.55450000,0.00128949
134910,0.50700000,0.00128949
134911,0.44800000,-0.01289491
134912,0.38450000,0.00128949
134913,0.31750000,-0.01289491
134914,0.25050000,-0.01289491
134915,0.18350000,-0.00902643
134916,0.11650000,0.00128949
134917,0.05150000,0.00451322
134918,-0.00800000,0.00451322
134919,-0.06300000,0.00128949
134920,-0.11450000,0.00128949
134921,-0.16150000,0.00128949
134922,-0.20300000,0.00128949
134923,-0.24050000,0.00128949
134924,-0.27200000,0.00128949
134925,-0.30350000,-0.00193424
134926,-0.32750000,-0.00193424
134927,-0.35100000,-0.03030303
134928,-0.37100000,-0.10831721
134929,-0.38850000,-0.24629271
134930,-0.40050000,-0.37330754
134931,-0.41000000,-0.50096712
134932,-0.42200000,-0.55061251
134933,-0.43000000,-0.53965184
134934,-0.43800000,-0.50096712
134935,-0.44400000,-0.48291425
134936,-0.44750000,-0.49387492
134937,-0.45550000,-0.46872985
134938,-0.45750000,-0.38749194
134939,-0.46150000,-0.27079304
134940,-0.46550000,-0.15087041
134941,-0.46750000,-0.05867182
134942,-0.46950000,-0.01611863
134943,-0.47150000,0.03610574
134944,-0.46950000,0.11734365
134945,-0.46950000,0.18117344
134946,-0.47150000,0.20889749
134947,-0.47150000,0.22695035
134948,-0.47350000,0.23017408
134949,-0.47150000,0.24113475
134950,-0.47150000,0.24822695
134951,-0.47150000,0.25531915
134952,-0.46750000,0.25854288
134953,-0.46550000,0.26563507
134954,-0.46350000,0.26950355
134955,-0.45950000,0.28368794
134956,-0.45950000,0.27659574
134957,-0.45350000,0.26950355
134958,-0.44950000,0.27981947
134959,-0.44000000,0.25854288
134960,-0.43000000,0.25531915
134961,-0.41000000,0.24113475
134962,-0.38850000,0.22308188
134963,-0.35700000,0.21276596
134964,-0.31550000,0.19213411
134965,-0.26400000,0.17085751
134966,-0.20300000,0.15280464
134967,-0.13000000,0.13152805
134968,-0.04500000,0.11025145
134969,0.04550000,0.09606705
134970,0.13800000,0.08897485
134971,0.23300000,0.08575113
134972,0.32750000,0.08575113
134973,0.41450000,0.08575113
134974,0.48950000,0.08575113
134975,0.55650000,0.08575113
134976,0.60750000,0.09284333
134977,0.64700000,0.07865893
134978,0.66500000,0.05029014
134979,0.67650000,0.01482914
134980,0.66900000,0.00128949
134981,0.64700000,-0.01289491
134982,0.61550000,-0.01289491
134983,0.57400000,-0.03030303
134984,0.52500000,-0.03739523
134985,0.46750000,-0.03739523
134986,0.40650000,-0.04126370
134987,0.34550000,-0.04126370
134988,0.28000000,-0.04448743
134989,0.21900000,-0.01998711
134990,0.15600000,-0.01289491
134991,0.09900000,-0.01998711
134992,0.04350000,-0.02321083
134993,-0.00800000,-0.02321083
134994,-0.05700000,-0.02321083
134995,-0.09850000,-0.01611863
134996,-0.13600000,-0.01289491
134997,-0.17150000,-0.01289491
134998,-0.20100000,-0.00580271
134999,-0.22500000,-0.03417150
135000,-0.24250000,-0.06576402
135001,-0.26050000,-0.17923920
135002,-0.27200000,-0.29206963
135003,-0.28200000,-0.40554481
