'sample interval','PLETH ','V '
139658,0.10750000,-0.05432836
139659,0.07650000,-0.05432836
139660,0.04700000,-0.05134328
139661,0.01850000,-0.04776119
139662,-0.00750000,-0.03820896
139663,-0.03150000,-0.04477612
139664,-0.05350000,-0.03820896
139665,-0.07450000,-0.03820896
139666,-0.09300000,-0.04119403
139667,-0.10950000,-0.04477612
139668,-0.12450000,-0.03820896
139669,-0.13950000,-0.03820896
139670,-0.15250000,-0.03820896
139671,-0.16400000,-0.03820896
139672,-0.17500000,-0.03820896
139673,-0.18600000,-0.03820896
139674,-0.19500000,-0.03820896
139675,-0.20400000,-0.03820896
139676,-0.21450000,-0.03820896
139677,-0.22350000,-0.03820896
139678,-0.23250000,-0.03820896
139679,-0.24100000,-0.03820896
139680,-0.25050000,-0.03462687
139681,-0.25850000,-0.03462687
139682,-0.26850000,-0.03820896
139683,-0.27800000,-0.02507463
139684,-0.28550000,-0.03164179
139685,-0.29450000,-0.02507463
139686,-0.30300000,-0.02805970
139687,-0.31300000,-0.02507463
139688,-0.32150000,-0.02805970
139689,-0.33000000,-0.01850746
139690,-0.33750000,-0.02149254
139691,-0.34600000,-0.01492537
139692,-0.35400000,-0.02149254
139693,-0.36150000,-0.01492537
139694,-0.36950000,-0.02507463
139695,-0.37600000,-0.01492537
139696,-0.38150000,-0.01194030
139697,-0.38900000,-0.01194030
139698,-0.39550000,-0.01850746
139699,-0.40200000,-0.01492537
139700,-0.40800000,-0.01194030
139701,-0.41450000,-0.01194030
139702,-0.42050000,-0.01492537
139703,-0.42750000,-0.01492537
139704,-0.43400000,-0.01194030
139705,-0.44000000,-0.01194030
139706,-0.44550000,-0.01194030
139707,-0.45150000,-0.01194030
139708,-0.45750000,-0.01194030
139709,-0.46300000,-0.01194030
139710,-0.46800000,-0.00537313
139711,-0.47250000,-0.01194030
139712,-0.47750000,-0.01194030
139713,-0.48000000,-0.01194030
139714,-0.48400000,-0.00537313
139715,-0.48850000,0.00119403
139716,-0.49250000,0.00119403
139717,-0.49600000,0.00119403
139718,-0.49900000,0.00119403
139719,-0.50150000,0.00417910
139720,-0.50600000,0.00119403
139721,-0.50850000,-0.00835821
139722,-0.51000000,0.00119403
139723,-0.51150000,-0.00835821
139724,-0.51350000,-0.00835821
139725,-0.51500000,-0.00835821
139726,-0.51500000,-0.01194030
139727,-0.51600000,-0.01194030
139728,-0.51650000,-0.01194030
139729,-0.51650000,0.00119403
139730,-0.51650000,0.04000000
139731,-0.51750000,0.11522388
139732,-0.51750000,0.15462687
139733,-0.51650000,0.11522388
139734,-0.51750000,-0.12955224
139735,-0.51650000,-0.37850746
139736,-0.51500000,-0.55522388
139737,-0.51500000,-0.57492537
139738,-0.51350000,-0.42746269
139739,-0.51150000,-0.23761194
139740,-0.51100000,-0.08716418
139741,-0.50850000,0.00417910
139742,-0.50650000,0.03343284
139743,-0.50600000,0.05970149
139744,-0.50250000,0.06626866
139745,-0.50100000,0.07582090
139746,-0.49900000,0.07582090
139747,-0.49650000,0.07940299
139748,-0.49400000,0.07940299
139749,-0.49250000,0.08238806
139750,-0.49000000,0.08597015
139751,-0.48750000,0.08895522
139752,-0.48500000,0.09253731
139753,-0.48350000,0.09910448
139754,-0.48000000,0.10567164
139755,-0.47800000,0.10567164
139756,-0.47500000,0.10567164
139757,-0.47050000,0.10865672
139758,-0.46300000,0.11880597
139759,-0.45400000,0.12179104
139760,-0.43800000,0.13194030
139761,-0.41800000,0.13194030
139762,-0.39050000,0.14507463
139763,-0.35600000,0.14805970
139764,-0.31250000,0.16776119
139765,-0.26250000,0.17134328
139766,-0.20550000,0.18089552
139767,-0.14200000,0.19044776
139768,-0.07700000,0.19701493
139769,-0.00850000,0.19343284
139770,0.06000000,0.19044776
139771,0.12700000,0.17432836
139772,0.19050000,0.17134328
139773,0.25000000,0.15164179
139774,0.30500000,0.13492537
139775,0.35200000,0.11522388
139776,0.39450000,0.08597015
139777,0.43050000,0.07283582
139778,0.45900000,0.04656716
139779,0.48150000,0.02686567
139780,0.49900000,0.00716418
139781,0.51000000,0.00119403
139782,0.51400000,0.00119403
139783,0.51500000,0.00119403
139784,0.50800000,-0.00179104
139785,0.49800000,0.00119403
139786,0.48300000,-0.01194030
139787,0.46300000,-0.01194030
139788,0.43900000,-0.01492537
139789,0.41100000,-0.01492537
139790,0.38200000,-0.02507463
139791,0.34950000,-0.02507463
139792,0.31500000,-0.03462687
139793,0.28000000,-0.03820896
139794,0.24300000,-0.03820896
139795,0.20700000,-0.03820896
139796,0.17200000,-0.03820896
139797,0.13800000,-0.03820896
139798,0.10350000,-0.03820896
139799,0.07250000,-0.03820896
139800,0.04250000,-0.03820896
139801,0.01500000,-0.03820896
139802,-0.01200000,-0.03820896
139803,-0.03600000,-0.03820896
139804,-0.05800000,-0.03820896
139805,-0.07700000,-0.03820896
139806,-0.09450000,-0.03820896
139807,-0.11050000,-0.03820896
139808,-0.12550000,-0.03820896
139809,-0.13900000,-0.03820896
139810,-0.15050000,-0.03164179
139811,-0.16150000,-0.03462687
139812,-0.17250000,-0.03462687
139813,-0.18050000,-0.03820896
139814,-0.19050000,-0.03164179
139815,-0.19900000,-0.03462687
139816,-0.20900000,-0.02507463
139817,-0.21750000,-0.03164179
139818,-0.22600000,-0.02805970
139819,-0.23350000,-0.02507463
139820,-0.24150000,-0.02507463
139821,-0.25100000,-0.02507463
139822,-0.25900000,-0.02507463
139823,-0.26700000,-0.02149254
139824,-0.27800000,-0.01492537
139825,-0.28600000,-0.02507463
139826,-0.29450000,-0.02507463
139827,-0.30300000,-0.02149254
139828,-0.31200000,-0.01850746
139829,-0.32000000,-0.01194030
139830,-0.32750000,-0.01194030
139831,-0.33600000,-0.01194030
139832,-0.34350000,-0.01194030
139833,-0.35200000,-0.01492537
139834,-0.35850000,-0.01492537
139835,-0.36700000,-0.01194030
139836,-0.37250000,-0.01194030
139837,-0.38000000,-0.01194030
139838,-0.38700000,-0.01194030
139839,-0.39250000,-0.01194030
139840,-0.39850000,-0.01194030
139841,-0.40500000,-0.01194030
139842,-0.41200000,-0.01194030
139843,-0.41700000,-0.00835821
139844,-0.42450000,-0.01194030
139845,-0.43000000,-0.01194030
139846,-0.43500000,-0.00835821
139847,-0.44100000,-0.01194030
139848,-0.44600000,-0.01194030
139849,-0.45000000,-0.01194030
139850,-0.45600000,-0.00835821
139851,-0.45900000,-0.01194030
139852,-0.46250000,-0.00835821
139853,-0.46600000,-0.00537313
139854,-0.47100000,0.00119403
139855,-0.47400000,0.00119403
139856,-0.47750000,0.00119403
139857,-0.48150000,0.00119403
139858,-0.48400000,0.00119403
139859,-0.48750000,0.00119403
139860,-0.49150000,0.00119403
139861,-0.49350000,0.00119403
139862,-0.49650000,-0.00537313
139863,-0.49750000,-0.01194030
139864,-0.49900000,-0.00537313
139865,-0.50250000,-0.01194030
139866,-0.50350000,-0.01194030
139867,-0.50400000,-0.01194030
139868,-0.50500000,0.00119403
139869,-0.50600000,0.00417910
139870,-0.50750000,0.07283582
139871,-0.50750000,0.14507463
139872,-0.50850000,0.19402985
139873,-0.50850000,0.10865672
139874,-0.50900000,-0.14626866
139875,-0.50900000,-0.37194030
139876,-0.50850000,-0.57791045
139877,-0.50850000,-0.54567164
139878,-0.50500000,-0.36895522
139879,-0.50350000,-0.19522388
139880,-0.50250000,-0.05134328
139881,-0.50000000,0.01373134
139882,-0.49750000,0.04298507
139883,-0.49600000,0.06626866
139884,-0.49350000,0.06925373
139885,-0.49350000,0.07940299
139886,-0.49150000,0.07940299
139887,-0.49100000,0.07940299
139888,-0.48900000,0.07940299
139889,-0.48850000,0.08597015
139890,-0.48600000,0.08895522
139891,-0.48500000,0.09253731
139892,-0.48150000,0.09253731
139893,-0.48000000,0.10567164
139894,-0.47750000,0.10567164
139895,-0.47500000,0.10567164
139896,-0.47150000,0.10865672
139897,-0.46750000,0.11522388
139898,-0.46250000,0.12179104
139899,-0.45150000,0.13194030
139900,-0.43750000,0.13194030
139901,-0.41700000,0.14149254
139902,-0.38950000,0.14805970
139903,-0.35450000,0.15462687
139904,-0.31100000,0.17134328
139905,-0.25950000,0.17791045
139906,-0.20150000,0.18447761
139907,-0.13700000,0.19044776
139908,-0.07000000,0.19343284
139909,-0.00150000,0.19343284
139910,0.06600000,0.18746269
139911,0.13250000,0.17134328
139912,0.19550000,0.15820896
139913,0.25150000,0.13194030
139914,0.30400000,0.11880597
139915,0.35050000,0.09253731
139916,0.38950000,0.07582090
139917,0.42350000,0.05313433
139918,0.44950000,0.03641791
139919,0.47000000,0.01014925
139920,0.48600000,0.00716418
139921,0.49500000,0.00119403
139922,0.49850000,0.00119403
139923,0.49700000,-0.00537313
139924,0.48950000,-0.01194030
139925,0.47600000,-0.01194030
139926,0.45950000,-0.01194030
139927,0.43850000,-0.01850746
139928,0.41300000,-0.02507463
139929,0.38600000,-0.03164179
139930,0.35550000,-0.03462687
139931,0.32200000,-0.03820896
139932,0.28900000,-0.03820896
139933,0.25300000,-0.03820896
139934,0.21900000,-0.03820896
139935,0.18400000,-0.03820896
139936,0.15000000,-0.04119403
139937,0.11650000,-0.04477612
139938,0.08400000,-0.04776119
139939,0.05500000,-0.03820896
139940,0.02600000,-0.03820896
139941,0.00100000,-0.03820896
139942,-0.02400000,-0.03820896
139943,-0.04650000,-0.03820896
139944,-0.06650000,-0.03820896
139945,-0.08500000,-0.03820896
139946,-0.10250000,-0.03820896
139947,-0.11700000,-0.03820896
139948,-0.13150000,-0.03820896
139949,-0.14450000,-0.03820896
139950,-0.15650000,-0.03820896
139951,-0.16700000,-0.03820896
139952,-0.17700000,-0.03820896
139953,-0.18650000,-0.03462687
139954,-0.19650000,-0.03462687
139955,-0.20400000,-0.03164179
139956,-0.21200000,-0.03164179
139957,-0.22100000,-0.03462687
139958,-0.22850000,-0.03164179
139959,-0.23700000,-0.03820896
139960,-0.24350000,-0.02805970
139961,-0.25300000,-0.03462687
139962,-0.26100000,-0.02805970
139963,-0.26950000,-0.03820896
139964,-0.27800000,-0.03164179
139965,-0.28550000,-0.03164179
139966,-0.29350000,-0.02507463
139967,-0.30100000,-0.02805970
139968,-0.30950000,-0.02149254
139969,-0.31700000,-0.02149254
139970,-0.32350000,-0.01850746
139971,-0.33100000,-0.02805970
139972,-0.33750000,-0.01850746
139973,-0.34500000,-0.01850746
139974,-0.35250000,-0.01194030
139975,-0.35950000,-0.01850746
139976,-0.36600000,-0.01492537
139977,-0.37350000,-0.01194030
139978,-0.37950000,-0.01194030
139979,-0.38600000,-0.01194030
139980,-0.39250000,-0.01194030
139981,-0.39750000,-0.01492537
139982,-0.40450000,-0.01194030
139983,-0.41000000,-0.01194030
139984,-0.41600000,-0.01194030
139985,-0.42200000,-0.01194030
139986,-0.42650000,-0.01194030
139987,-0.43150000,-0.01194030
139988,-0.43750000,-0.01194030
139989,-0.44250000,-0.01194030
139990,-0.44650000,-0.01194030
139991,-0.45100000,-0.00537313
139992,-0.45500000,0.00119403
139993,-0.46000000,0.00119403
139994,-0.46400000,-0.00179104
139995,-0.46850000,0.00119403
139996,-0.47250000,0.00119403
139997,-0.47500000,0.00119403
139998,-0.47850000,-0.00537313
139999,-0.48150000,-0.00537313
140000,-0.48400000,-0.00179104
140001,-0.48650000,0.00119403
140002,-0.48900000,-0.01194030
140003,-0.49100000,-0.01194030
140004,-0.49250000,-0.01194030
140005,-0.49500000,-0.01194030
140006,-0.49650000,-0.00537313
140007,-0.49650000,-0.00835821
140008,-0.49850000,0.02029851
140009,-0.50000000,0.09552239
140010,-0.50100000,0.16776119
140011,-0.50100000,0.20000000
140012,-0.50000000,0.03343284
140013,-0.50100000,-0.24119403
140014,-0.49900000,-0.46686567
140015,-0.49850000,-0.61074627
140016,-0.49700000,-0.48955224
140017,-0.49550000,-0.30985075
140018,-0.49300000,-0.13313433
140019,-0.49100000,-0.02507463
140020,-0.48850000,0.02328358
140021,-0.48600000,0.04298507
140022,-0.48300000,0.06268657
140023,-0.48100000,0.06626866
140024,-0.47800000,0.07940299
140025,-0.47550000,0.07582090
140026,-0.47300000,0.07940299
140027,-0.46950000,0.07940299
140028,-0.46800000,0.07940299
140029,-0.46550000,0.07940299
140030,-0.46200000,0.07940299
140031,-0.46050000,0.08895522
140032,-0.45800000,0.09253731
140033,-0.45550000,0.10567164
140034,-0.45200000,0.10567164
140035,-0.44950000,0.10567164
140036,-0.44300000,0.10567164
140037,-0.43450000,0.11880597
140038,-0.42400000,0.11880597
140039,-0.40550000,0.13194030
140040,-0.38200000,0.13492537
140041,-0.35200000,0.14805970
140042,-0.31400000,0.14805970
140043,-0.26800000,0.16477612
140044,-0.21550000,0.17134328
140045,-0.15650000,0.18388060
140046,-0.09350000,0.18447761
140047,-0.02700000,0.18447761
140048,0.03950000,0.18089552
140049,0.10550000,0.17134328
140050,0.16850000,0.15820896
140051,0.22850000,0.13492537
140052,0.28350000,0.11880597
140053,0.33150000,0.09910448
140054,0.37400000,0.07283582
140055,0.41100000,0.05970149
140056,0.44150000,0.04000000
140057,0.46500000,0.01671642
140058,0.48300000,0.00716418
140059,0.49500000,0.00119403
140060,0.50050000,-0.00179104
140061,0.50050000,-0.01194030
140062,0.49750000,-0.01194030
140063,0.48650000,-0.01194030
140064,0.47300000,-0.02149254
140065,0.45500000,-0.03164179
140066,0.43150000,-0.03820896
140067,0.40600000,-0.03820896
140068,0.37650000,-0.03820896
140069,0.34650000,-0.04477612
140070,0.31250000,-0.05134328
140071,0.27850000,-0.05134328
140072,0.24450000,-0.05432836
140073,0.21050000,-0.05432836
140074,0.17550000,-0.04477612
140075,0.14300000,-0.04119403
140076,0.10950000,-0.04477612
140077,0.07900000,-0.04477612
140078,0.04900000,-0.03820896
140079,0.02150000,-0.03820896
140080,-0.00450000,-0.04119403
140081,-0.02700000,-0.04477612
140082,-0.05000000,-0.04776119
140083,-0.07000000,-0.03820896
140084,-0.08700000,-0.03820896
140085,-0.10350000,-0.03820896
140086,-0.11850000,-0.03820896
140087,-0.13300000,-0.03820896
140088,-0.14450000,-0.03820896
140089,-0.15550000,-0.03820896
140090,-0.16550000,-0.03820896
140091,-0.17600000,-0.03820896
140092,-0.18400000,-0.03820896
140093,-0.19250000,-0.03820896
140094,-0.20200000,-0.03820896
140095,-0.20950000,-0.03462687
140096,-0.21950000,-0.03820896
140097,-0.22700000,-0.03462687
140098,-0.23600000,-0.03820896
140099,-0.24400000,-0.02805970
140100,-0.25300000,-0.03164179
140101,-0.26150000,-0.02507463
140102,-0.27050000,-0.03820896
140103,-0.27800000,-0.03462687
140104,-0.28750000,-0.02805970
140105,-0.29650000,-0.02805970
140106,-0.30450000,-0.02149254
140107,-0.31200000,-0.03164179
140108,-0.32000000,-0.02507463
140109,-0.32700000,-0.02507463
140110,-0.33450000,-0.02805970
140111,-0.34200000,-0.02507463
140112,-0.34900000,-0.02149254
140113,-0.35550000,-0.02507463
140114,-0.36300000,-0.02149254
140115,-0.36900000,-0.02507463
140116,-0.37650000,-0.01492537
140117,-0.38250000,-0.02507463
140118,-0.38900000,-0.01850746
140119,-0.39500000,-0.02507463
140120,-0.40100000,-0.02507463
140121,-0.40650000,-0.02507463
140122,-0.41200000,-0.01492537
140123,-0.41750000,-0.01850746
140124,-0.42250000,-0.01194030
140125,-0.42850000,-0.01492537
140126,-0.43300000,-0.01194030
140127,-0.43800000,-0.01194030
140128,-0.44200000,-0.01194030
140129,-0.44700000,-0.01194030
140130,-0.45050000,-0.01194030
140131,-0.45550000,-0.01194030
140132,-0.45950000,-0.01194030
140133,-0.46300000,-0.01194030
140134,-0.46550000,-0.01194030
140135,-0.46900000,-0.00537313
140136,-0.47300000,-0.01194030
140137,-0.47550000,-0.00537313
140138,-0.47900000,-0.01194030
140139,-0.48150000,-0.01194030
140140,-0.48400000,-0.01194030
140141,-0.48550000,-0.01194030
140142,-0.48900000,-0.01492537
140143,-0.49050000,-0.01850746
140144,-0.48950000,-0.02507463
140145,-0.49050000,-0.01194030
140146,-0.49200000,-0.01492537
140147,-0.49300000,-0.00835821
140148,-0.49200000,0.01373134
140149,-0.49300000,0.08238806
140150,-0.49300000,0.12835821
140151,-0.49300000,0.13492537
140152,-0.49300000,-0.04776119
140153,-0.49300000,-0.35223881
140154,-0.49100000,-0.53253731
140155,-0.49200000,-0.63402985
140156,-0.49100000,-0.51582090
140157,-0.49050000,-0.32298507
140158,-0.48950000,-0.14925373
140159,-0.48700000,-0.02805970
140160,-0.48550000,0.02029851
140161,-0.48300000,0.04298507
140162,-0.48050000,0.06626866
140163,-0.47950000,0.06626866
140164,-0.47700000,0.06925373
140165,-0.47450000,0.06626866
140166,-0.47200000,0.07940299
140167,-0.47100000,0.07582090
140168,-0.46850000,0.07940299
140169,-0.46600000,0.07940299
140170,-0.46450000,0.07940299
140171,-0.46250000,0.08238806
140172,-0.46100000,0.09552239
140173,-0.45850000,0.09552239
140174,-0.45500000,0.10208955
140175,-0.45200000,0.09910448
140176,-0.44500000,0.10567164
140177,-0.43500000,0.10567164
140178,-0.42250000,0.11223881
140179,-0.40300000,0.12835821
140180,-0.37800000,0.13492537
140181,-0.34600000,0.14149254
140182,-0.30650000,0.14507463
140183,-0.25850000,0.16119403
140184,-0.20500000,0.17134328
140185,-0.14500000,0.18089552
140186,-0.08150000,0.18089552
140187,-0.01400000,0.19044776
140188,0.05300000,0.18447761
140189,0.11950000,0.18089552
140190,0.18150000,0.16477612
140191,0.24050000,0.14805970
140192,0.29400000,0.13492537
140193,0.34250000,0.11522388
140194,0.38450000,0.09552239
140195,0.42100000,0.07582090
140196,0.44850000,0.04955224
140197,0.47300000,0.04000000
140198,0.48950000,0.02029851
140199,0.50050000,0.01014925
140200,0.50500000,0.00119403
140201,0.50550000,0.00119403
140202,0.50150000,-0.00537313
140203,0.49200000,-0.01194030
140204,0.47800000,-0.01492537
140205,0.45800000,-0.01194030
140206,0.43600000,-0.02149254
140207,0.41100000,-0.03164179
140208,0.38150000,-0.03164179
140209,0.34950000,-0.03462687
140210,0.31650000,-0.03462687
140211,0.28150000,-0.03820896
140212,0.24600000,-0.03820896
140213,0.21000000,-0.03820896
140214,0.17500000,-0.03820896
140215,0.14200000,-0.03820896
140216,0.10850000,-0.03820896
140217,0.07650000,-0.03820896
140218,0.04700000,-0.03820896
140219,0.01750000,-0.03820896
140220,-0.00750000,-0.03820896
140221,-0.03350000,-0.03820896
140222,-0.05450000,-0.03462687
140223,-0.07650000,-0.03164179
140224,-0.09500000,-0.03462687
140225,-0.11000000,-0.03820896
140226,-0.12600000,-0.03820896
140227,-0.14000000,-0.03820896
140228,-0.15200000,-0.03164179
140229,-0.16300000,-0.03462687
140230,-0.17400000,-0.03820896
140231,-0.18300000,-0.02507463
140232,-0.19400000,-0.02507463
140233,-0.20250000,-0.03164179
140234,-0.21150000,-0.02805970
140235,-0.22100000,-0.02805970
140236,-0.22900000,-0.02805970
140237,-0.23850000,-0.02149254
140238,-0.24700000,-0.02507463
140239,-0.25600000,-0.02507463
140240,-0.26450000,-0.02149254
140241,-0.27300000,-0.01194030
140242,-0.28150000,-0.02507463
140243,-0.29050000,-0.01850746
140244,-0.29800000,-0.01850746
140245,-0.30800000,-0.01194030
140246,-0.31550000,-0.01492537
140247,-0.32400000,-0.01194030
140248,-0.33350000,-0.01492537
140249,-0.34150000,-0.01194030
140250,-0.34850000,-0.01492537
140251,-0.35600000,-0.01194030
140252,-0.36450000,-0.01194030
140253,-0.37050000,-0.01194030
140254,-0.37800000,-0.01850746
140255,-0.38350000,-0.01194030
140256,-0.39050000,-0.01194030
140257,-0.39700000,-0.01194030
140258,-0.40400000,-0.01194030
140259,-0.41150000,-0.01194030
140260,-0.41750000,-0.01194030
140261,-0.42400000,-0.01194030
140262,-0.43100000,-0.01194030
140263,-0.43650000,-0.01194030
140264,-0.44350000,-0.01194030
140265,-0.44900000,-0.01194030
140266,-0.45450000,-0.01194030
140267,-0.46000000,-0.01194030
140268,-0.46500000,-0.01194030
140269,-0.46950000,-0.01194030
140270,-0.47350000,-0.01194030
140271,-0.47800000,-0.00179104
140272,-0.48550000,0.00119403
140273,-0.49000000,0.00119403
140274,-0.49300000,0.00119403
140275,-0.49650000,0.00119403
140276,-0.49800000,0.00417910
140277,-0.50100000,0.00417910
140278,-0.50400000,0.00119403
140279,-0.50650000,0.00119403
140280,-0.50850000,0.00119403
140281,-0.51000000,-0.00179104
140282,-0.51150000,-0.01194030
140283,-0.51250000,-0.00537313
140284,-0.51350000,-0.01194030
140285,-0.51450000,-0.00537313
140286,-0.51500000,-0.01194030
140287,-0.51600000,-0.00537313
140288,-0.51600000,0.02985075
140289,-0.51600000,0.10865672
140290,-0.51600000,0.15820896
140291,-0.51700000,0.15164179
140292,-0.51600000,-0.05791045
140293,-0.51500000,-0.32597015
140294,-0.51450000,-0.51582090
140295,-0.51450000,-0.58805970
140296,-0.51150000,-0.45074627
140297,-0.51100000,-0.26746269
140298,-0.50900000,-0.11343284
140299,-0.50750000,-0.00835821
140300,-0.50500000,0.03343284
140301,-0.50350000,0.05313433
140302,-0.50150000,0.06626866
140303,-0.50000000,0.06925373
140304,-0.49650000,0.07940299
140305,-0.49400000,0.07940299
140306,-0.49150000,0.07940299
140307,-0.49000000,0.07940299
140308,-0.48700000,0.09253731
140309,-0.48450000,0.08895522
140310,-0.48300000,0.09552239
140311,-0.48150000,0.09552239
140312,-0.47950000,0.10567164
140313,-0.47600000,0.10567164
140314,-0.47450000,0.10567164
140315,-0.47050000,0.10567164
140316,-0.46350000,0.11880597
140317,-0.45500000,0.12179104
140318,-0.44150000,0.13194030
140319,-0.42200000,0.13850746
140320,-0.39600000,0.14507463
140321,-0.36300000,0.14805970
140322,-0.32150000,0.16477612
140323,-0.27250000,0.17134328
140324,-0.21550000,0.17791045
140325,-0.15300000,0.18746269
140326,-0.08650000,0.18746269
140327,-0.01950000,0.19044776
140328,0.05050000,0.19044776
140329,0.11750000,0.17791045
140330,0.18100000,0.16477612
140331,0.24200000,0.14805970
140332,0.29600000,0.13194030
140333,0.34350000,0.11522388
140334,0.38550000,0.08597015
140335,0.42200000,0.07582090
140336,0.45050000,0.04298507
140337,0.47500000,0.02686567
140338,0.49150000,0.01373134
140339,0.50300000,0.00716418
140340,0.50800000,0.00119403
140341,0.50800000,0.00119403
140342,0.50250000,-0.00835821
140343,0.49150000,-0.00835821
140344,0.47700000,-0.01194030
140345,0.45650000,-0.01194030
140346,0.43200000,-0.01850746
140347,0.40650000,-0.01492537
140348,0.37600000,-0.02149254
140349,0.34400000,-0.02805970
140350,0.31100000,-0.03462687
140351,0.27650000,-0.03164179
140352,0.24200000,-0.03820896
140353,0.20650000,-0.03820896
140354,0.17050000,-0.03820896
140355,0.13800000,-0.03820896
140356,0.10300000,-0.03820896
140357,0.07250000,-0.03820896
140358,0.04200000,-0.03462687
140359,0.01450000,-0.03820896
140360,-0.01300000,-0.03820896
140361,-0.03550000,-0.03820896
140362,-0.05850000,-0.03820896
140363,-0.07700000,-0.03820896
140364,-0.09650000,-0.03820896
140365,-0.11250000,-0.03820896
140366,-0.12700000,-0.03820896
140367,-0.14150000,-0.03820896
140368,-0.15250000,-0.03820896
140369,-0.16400000,-0.03820896
140370,-0.17500000,-0.03164179
140371,-0.18550000,-0.03820896
140372,-0.19650000,-0.03164179
140373,-0.20550000,-0.03820896
140374,-0.21400000,-0.03462687
140375,-0.22250000,-0.02805970
140376,-0.23200000,-0.02149254
140377,-0.24050000,-0.02805970
140378,-0.24800000,-0.03164179
140379,-0.25700000,-0.03462687
140380,-0.26550000,-0.02507463
140381,-0.27400000,-0.02805970
140382,-0.28250000,-0.02507463
140383,-0.29000000,-0.02507463
140384,-0.29950000,-0.01850746
140385,-0.30800000,-0.01194030
140386,-0.31550000,-0.01194030
140387,-0.32300000,-0.01850746
140388,-0.33100000,-0.01850746
140389,-0.33750000,-0.01850746
140390,-0.34500000,-0.02507463
140391,-0.35200000,-0.01194030
140392,-0.35800000,-0.01194030
140393,-0.36450000,-0.01194030
140394,-0.37150000,-0.01850746
140395,-0.37750000,-0.01492537
140396,-0.38300000,-0.01194030
140397,-0.39000000,-0.01194030
140398,-0.39650000,-0.01194030
140399,-0.40350000,-0.01194030
140400,-0.41200000,-0.01194030
140401,-0.41750000,-0.01194030
140402,-0.42400000,-0.01194030
140403,-0.42900000,-0.01194030
140404,-0.43500000,-0.00835821
140405,-0.43950000,-0.01194030
140406,-0.44550000,-0.01194030
140407,-0.45050000,-0.01194030
140408,-0.45400000,-0.00835821
140409,-0.45800000,-0.00179104
140410,-0.46400000,0.00119403
140411,-0.46750000,0.00119403
140412,-0.47150000,0.01014925
140413,-0.47650000,0.00119403
140414,-0.48000000,0.00119403
140415,-0.48450000,0.00119403
140416,-0.48800000,-0.00179104
140417,-0.49100000,-0.01194030
140418,-0.49450000,-0.01194030
140419,-0.49550000,-0.01194030
140420,-0.49800000,-0.01194030
140421,-0.50050000,-0.01194030
140422,-0.50300000,-0.00835821
140423,-0.50500000,0.01373134
140424,-0.50650000,0.08895522
140425,-0.50800000,0.15164179
140426,-0.50900000,0.20000000
140427,-0.51050000,0.08597015
140428,-0.51000000,-0.16895522
140429,-0.51050000,-0.39164179
140430,-0.51050000,-0.58149254
140431,-0.51050000,-0.51283582
140432,-0.51150000,-0.34268657
140433,-0.51000000,-0.17552239
140434,-0.51000000,-0.03820896
140435,-0.50800000,0.02328358
140436,-0.50750000,0.04656716
140437,-0.50650000,0.06626866
140438,-0.50400000,0.06626866
140439,-0.50300000,0.07940299
140440,-0.50050000,0.07940299
140441,-0.49950000,0.07940299
140442,-0.49800000,0.07940299
140443,-0.49650000,0.08895522
140444,-0.49450000,0.08895522
140445,-0.49200000,0.10208955
140446,-0.49050000,0.09552239
140447,-0.48850000,0.10567164
140448,-0.48600000,0.10567164
140449,-0.48450000,0.10567164
140450,-0.48200000,0.10567164
140451,-0.47650000,0.11880597
140452,-0.46900000,0.12179104
140453,-0.45700000,0.13194030
140454,-0.44200000,0.13194030
140455,-0.41900000,0.14149254
140456,-0.38900000,0.14507463
140457,-0.35100000,0.16119403
140458,-0.30500000,0.17134328
140459,-0.25350000,0.17134328
140460,-0.19400000,0.18447761
140461,-0.12900000,0.19044776
140462,-0.06300000,0.19701493
140463,0.00600000,0.19343284
140464,0.07300000,0.18388060
140465,0.13850000,0.17134328
140466,0.19950000,0.14805970
140467,0.25650000,0.12835821
140468,0.30750000,0.10865672
140469,0.35250000,0.08238806
140470,0.39050000,0.07283582
140471,0.42200000,0.04298507
140472,0.44750000,0.03343284
140473,0.46650000,0.01373134
140474,0.48000000,0.00716418
140475,0.48750000,0.00119403
140476,0.48850000,0.00119403
140477,0.48350000,-0.00179104
140478,0.47500000,-0.00179104
140479,0.46050000,-0.00835821
140480,0.44100000,-0.01194030
140481,0.41800000,-0.02149254
140482,0.39050000,-0.01850746
140483,0.36100000,-0.02149254
140484,0.32950000,-0.03462687
140485,0.29650000,-0.03462687
140486,0.26050000,-0.03820896
140487,0.22500000,-0.03820896
140488,0.18850000,-0.03820896
140489,0.15350000,-0.03820896
140490,0.11900000,-0.04776119
140491,0.08500000,-0.04477612
140492,0.05350000,-0.04776119
140493,0.02350000,-0.03820896
140494,-0.00350000,-0.04477612
140495,-0.03000000,-0.03164179
140496,-0.05300000,-0.03820896
140497,-0.07400000,-0.03462687
140498,-0.09450000,-0.03820896
140499,-0.11150000,-0.03164179
140500,-0.12850000,-0.03820896
140501,-0.14300000,-0.03462687
140502,-0.15450000,-0.03820896
140503,-0.16750000,-0.03164179
140504,-0.17850000,-0.03164179
140505,-0.18950000,-0.02805970
140506,-0.19900000,-0.03164179
140507,-0.20850000,-0.03164179
140508,-0.21650000,-0.02507463
140509,-0.22500000,-0.02507463
